sentence|tone|rater_order|current_rating
Why are you so hostile to me?|surprised|3|1
Why are you so hostile to me?|surprised|4|2
Why are you so hostile to me?|sympathetic|0|1
Why are you so hostile to me?|sympathetic|1|1
Why are you so hostile to me?|sympathetic|2|1
Why are you so hostile to me?|sympathetic|3|1
Why are you so hostile to me?|sympathetic|4|1
Why are you so hostile to me?|thankful|0|1
Why are you so hostile to me?|thankful|1|1
Why are you so hostile to me?|thankful|2|1
Why are you so hostile to me?|thankful|3|1
Why are you so hostile to me?|thankful|4|1
Why are you so hostile to me?|uncertain|0|1
Why are you so hostile to me?|uncertain|1|2
Why are you so hostile to me?|uncertain|2|3
Why are you so hostile to me?|uncertain|3|3
Why are you so hostile to me?|uncertain|4|4
Why are you so hostile to me?|urgent|0|1
Why are you so hostile to me?|urgent|1|1
Why are you so hostile to me?|urgent|2|2
Why are you so hostile to me?|urgent|3|1
Why are you so hostile to me?|urgent|4|2
Why are you so hostile to me?|worried|0|1
Why are you so hostile to me?|worried|1|1
Why are you so hostile to me?|worried|2|1
Why are you so hostile to me?|worried|3|1
Why are you so hostile to me?|worried|4|3
Why can't you just do your job properly for once?|admiring|0|1
Why can't you just do your job properly for once?|admiring|1|1
Why can't you just do your job properly for once?|admiring|2|1
Why can't you just do your job properly for once?|admiring|3|1
Why can't you just do your job properly for once?|admiring|4|1
Why can't you just do your job properly for once?|affectionate|0|1
Why can't you just do your job properly for once?|affectionate|1|1
Why can't you just do your job properly for once?|affectionate|2|1
Why can't you just do your job properly for once?|affectionate|3|1
Why can't you just do your job properly for once?|affectionate|4|1
Why can't you just do your job properly for once?|angry|0|5
Why can't you just do your job properly for once?|angry|1|4
Why can't you just do your job properly for once?|angry|2|5
Why can't you just do your job properly for once?|angry|3|5
Why can't you just do your job properly for once?|angry|4|5
Why can't you just do your job properly for once?|annoyed|0|5
Why can't you just do your job properly for once?|annoyed|1|5
Why can't you just do your job properly for once?|annoyed|2|5
Why can't you just do your job properly for once?|annoyed|3|5
Why can't you just do your job properly for once?|annoyed|4|5
Why can't you just do your job properly for once?|anxious|0|3.5
Why can't you just do your job properly for once?|anxious|1|3.5
Why can't you just do your job properly for once?|anxious|2|2
Why can't you just do your job properly for once?|anxious|3|3
Why can't you just do your job properly for once?|anxious|4|2
Why can't you just do your job properly for once?|apologetic|0|1
Why can't you just do your job properly for once?|apologetic|1|1
Why can't you just do your job properly for once?|apologetic|2|1
Why can't you just do your job properly for once?|apologetic|3|1
Why can't you just do your job properly for once?|apologetic|4|1
Why can't you just do your job properly for once?|appreciative|0|1
Why can't you just do your job properly for once?|appreciative|1|1
Why can't you just do your job properly for once?|appreciative|2|1
Why can't you just do your job properly for once?|appreciative|3|1
Why can't you just do your job properly for once?|appreciative|4|1
Why can't you just do your job properly for once?|concerned|0|4
Why can't you just do your job properly for once?|concerned|1|5
Why can't you just do your job properly for once?|concerned|2|5
Why can't you just do your job properly for once?|concerned|3|5
Why can't you just do your job properly for once?|concerned|4|5
Why can't you just do your job properly for once?|confused|0|4
Why can't you just do your job properly for once?|confused|1|2
Why can't you just do your job properly for once?|confused|2|2
Why can't you just do your job properly for once?|confused|3|3
Why can't you just do your job properly for once?|confused|4|3
Why can't you just do your job properly for once?|curious|0|2
Why can't you just do your job properly for once?|curious|1|3
Why can't you just do your job properly for once?|curious|2|2
Why can't you just do your job properly for once?|curious|3|3
Why can't you just do your job properly for once?|curious|4|3
Why can't you just do your job properly for once?|defensive|0|5
Why can't you just do your job properly for once?|defensive|1|5
Why can't you just do your job properly for once?|defensive|2|5
Why can't you just do your job properly for once?|defensive|3|5
Why can't you just do your job properly for once?|defensive|4|5
Why can't you just do your job properly for once?|descriptive|0|1
Why can't you just do your job properly for once?|descriptive|1|1
Why can't you just do your job properly for once?|descriptive|2|1
Why can't you just do your job properly for once?|descriptive|3|1
Why can't you just do your job properly for once?|descriptive|4|1
Why can't you just do your job properly for once?|desperate|0|5
Why can't you just do your job properly for once?|desperate|1|5
Why can't you just do your job properly for once?|desperate|2|4
Why can't you just do your job properly for once?|desperate|3|5
Why can't you just do your job properly for once?|desperate|4|5
Why can't you just do your job properly for once?|disappointed|0|5
Why can't you just do your job properly for once?|disappointed|1|5
Why can't you just do your job properly for once?|disappointed|2|5
Why can't you just do your job properly for once?|disappointed|3|5
Why can't you just do your job properly for once?|disappointed|4|5
Why can't you just do your job properly for once?|encouraging|0|1
Why can't you just do your job properly for once?|encouraging|1|1
Why can't you just do your job properly for once?|encouraging|2|1
Why can't you just do your job properly for once?|encouraging|3|1
Why can't you just do your job properly for once?|encouraging|4|1
Why can't you just do your job properly for once?|excited|0|1
Why can't you just do your job properly for once?|excited|1|1
Why can't you just do your job properly for once?|excited|2|1
Why can't you just do your job properly for once?|excited|3|1
Why can't you just do your job properly for once?|excited|4|1
Why can't you just do your job properly for once?|friendly|0|1
Why can't you just do your job properly for once?|friendly|1|1
Why can't you just do your job properly for once?|friendly|2|1
Why can't you just do your job properly for once?|friendly|3|1
Why can't you just do your job properly for once?|friendly|4|1
Why can't you just do your job properly for once?|frustrated|0|5
Why can't you just do your job properly for once?|frustrated|1|5
Why can't you just do your job properly for once?|frustrated|2|5
Why can't you just do your job properly for once?|frustrated|3|5
Why can't you just do your job properly for once?|frustrated|4|5
Why can't you just do your job properly for once?|grateful|0|1
Why can't you just do your job properly for once?|grateful|1|1
Why can't you just do your job properly for once?|grateful|2|1
Why can't you just do your job properly for once?|grateful|3|1
Why can't you just do your job properly for once?|grateful|4|1
Why can't you just do your job properly for once?|happy|0|1
Why can't you just do your job properly for once?|happy|1|1
Why can't you just do your job properly for once?|happy|2|1
Why can't you just do your job properly for once?|happy|3|1
Why can't you just do your job properly for once?|happy|4|1
Why can't you just do your job properly for once?|indignant|0|5
Why can't you just do your job properly for once?|indignant|1|5
Why can't you just do your job properly for once?|indignant|2|5
Why can't you just do your job properly for once?|indignant|3|5
Why can't you just do your job properly for once?|indignant|4|5
Why can't you just do your job properly for once?|irritated|0|5
Why can't you just do your job properly for once?|irritated|1|5
